Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ClockSpeed,DisplayType
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.5kg,55600.0,2GHz,
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23kg,47300.0,2GHz,Full HD
Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,4GB,128GB SSD,Intel HD Graphics 400,Windows 10,1.4kg,37800.0,1.6GHz,
Asus,Pro P2540UA-AB51,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.37kg,65200.0,2.5GHz,Full HD
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,AMD Radeon R7 M460,No OS,1.5kg,69500.0,2.7GHz,IPS Panel Full HD
Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,Intel Core i7 7820HQ,8GB,256GB SSD,Nvidia Quadro M2200M,Windows 10,2.67kg,181800.0,2.9GHz,Full HD
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2kg,26400.0,1.1GHz,
Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2kg,40800.0,2GHz,
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,8GB,2TB HDD,AMD Radeon 530,Windows 10,2.02kg,66000.0,1.6GHz,Full HD
HP,Omen 17-an006nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,12GB,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.78kg,147800.0,2.8GHz,IPS Panel Full HD
Lenovo,Thinkpad T460s,Ultrabook,14.0,2560x1440,Intel Core i7 6600U,12GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.4kg,161600.0,2.6GHz,IPS Panel Quad HD+
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel Core i7 8550U,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.29kg,173900.0,1.8GHz,IPS Panel 4K Ultra HD / Touchscreen
HP,ZBook 15u,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,500GB HDD,AMD FirePro W4190M ,Windows 10,1.9kg,100400.0,2.5GHz,Full HD
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel Core i5 7Y57,8GB,128GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg,110900.0,1.2GHz,Touchscreen
Dell,Latitude 7390,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.42kg,160200.0,1.6GHz,Full HD / Touchscreen
Asus,ZenBook Pro,Notebook,15.6,3840x2160,Intel Core i7 6700HQ,12GB,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows 10,2.06kg,113000.0,2.6GHz,IPS Panel 4K Ultra HD
Dell,Latitude E5470,Notebook,14.0,1366x768,Intel Core i3 6100U,8GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.79kg,64400.0,2.3GHz,
Dell,Precision M5520,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg,209500.0,2.8GHz,Full HD
Lenovo,Thinkpad T470,Notebook,14.0,1920x1080,Intel Core i5 7200U,8GB,180GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,118700.0,2.5GHz,Full HD
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U,8GB,1TB HDD,AMD Radeon 520,Windows 10,2.2kg,58700.0,1.6GHz,Full HD
Toshiba,Portege X30-D-10J,Notebook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,145500.0,2.5GHz,IPS Panel Full HD
Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel Core i7 8550U,8GB,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.16kg,109800.0,1.8GHz,IPS Panel Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,501000.0,2.4GHz,
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,4GB,128GB SSD,Intel UHD Graphics 620,Windows 10,1.49kg,63200.0,1.6GHz,IPS Panel Full HD
Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,Intel Atom x5 Z8350,4GB,64GB Flash Storage,Intel HD Graphics,Windows 10,1.89kg,21600.0,1.44GHz,Full HD
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,49200.0,2.0GHz,
Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.75kg,91300.0,1.6GHz,IPS Panel Full HD
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 6820HQ,16GB,512GB SSD,Nvidia Quadro M620,Windows 10,2.17kg,203400.0,2.7GHz,IPS Panel Full HD
Dell,XPS 15,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,165200.0,2.8GHz,Full HD
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,156400.0,2.7GHz,IPS Panel Full HD
Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,0.91kg,169700.0,2.7GHz,Full HD
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.3kg,871000.0,2.5GHz,IPS Panel Full HD
Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,32GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,243500.0,2.7GHz,Full HD / Touchscreen
Asus,VivoBook Pro,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99kg,117500.0,2.8GHz,Full HD
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10 Series 9620P,8GB,1TB HDD,AMD Radeon RX 540,Windows 10,2.2kg,50400.0,2.5GHz,
Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,24GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33kg,110400.0,2.6GHz,IPS Panel Full HD / Touchscreen
Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,Intel Core i5 6200U,8GB,180GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,95600.0,2.3GHz,IPS Panel
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.17kg,78100.0,1.8GHz,Full HD
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i7 7600U,8GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.48kg,152200.0,2.8GHz,Full HD
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i3 7100U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,82600.0,2.4GHz,IPS Panel Full HD
Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg,79300.0,2.5GHz,IPS Panel Full HD
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350,4GB,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.2kg,29600.0,1.1GHz,
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,53800.0,2.5GHz,
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg,139100.0,1.6GHz,IPS Panel Full HD / Touchscreen
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2.1kg,26000.0,1.1GHz,
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,4GB,16GB SSD,Intel HD Graphics 400,Chrome OS,1.25kg,23100.0,1.6GHz,
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,82600.0,2.5GHz,Full HD
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2kg,106500.0,2.7GHz,Full HD
Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,Intel Core i5 8250U,4GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2kg,53300.0,1.6GHz,IPS Panel Full HD
HP,Envy 13-AB002nv,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.34kg,115100.0,2.7GHz,IPS Panel Full HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4kg,991000.0,2.8GHz,IPS Panel Full HD
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,78200.0,2.5GHz,IPS Panel Full HD / Touchscreen
Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel Core i7 7500U,4GB,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.2kg,55600.0,2.7GHz,Full HD
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,72700.0,2.5GHz,Full HD
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,106100.0,1.8GHz,Full HD
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel Core i7 8550U,16GB,256GB SSD,Nvidia GeForce MX150,No OS,1.95kg,121700.0,1.8GHz,IPS Panel Full HD
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1kg,21300.0,1.1GHz,
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i5 8250U,4GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.04kg,45300.0,1.6GHz,Touchscreen
Asus,ROG Zephyrus,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,24GB,512GB SSD,Nvidia GeForce GTX1080,Windows 10,2.24kg,258200.0,2.8GHz,Full HD
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04kg,77300.0,2.5GHz,Full HD
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows 10,3kg,130800.0,2.8GHz,Full HD
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg,121700.0,2.8GHz,IPS Panel Full HD
HP,Spectre X360,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,121700.0,2.7GHz,IPS Panel Full HD
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5 7300U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,111300.0,2.6GHz,Full HD
HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.63kg,59900.0,2GHz,
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i5 8250U,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg,77300.0,1.6GHz,IPS Panel Full HD
Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,2.02kg,116600.0,2.3GHz,Full HD
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.2kg,69500.0,2.7GHz,Full HD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U,8GB,2TB HDD,Nvidia GeForce 920MX ,No OS,2.2kg,39900.0,2GHz,
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3kg,50900.0,2.5GHz,Full HD
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7440HQ,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,119800.0,2.8GHz,Full HD
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,262000.0,2.8GHz,IPS Panel Full HD
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg,74800.0,2.5GHz,IPS Panel Full HD
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,Intel Core i7 7500U,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2kg,113000.0,2.7GHz,IPS Panel 4K Ultra HD
Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,Intel Celeron Quad Core N3450,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.2kg,32100.0,1.1GHz,IPS Panel Full HD
Asus,ROG Strix,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3kg,143500.0,2.5GHz,IPS Panel Full HD
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7 7600U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93kg,119100.0,2.8GHz,Full HD
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,69300.0,1.6GHz,Full HD
HP,250 G6,Notebook,15.6,1920x1080,Intel Pentium Quad Core N3710,4GB,256GB SSD,Intel HD Graphics 405,Windows 10,1.86kg,34600.0,1.6GHz,Full HD
HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,12GB,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.62kg,156500.0,2.8GHz,Full HD
Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.87kg,74700.0,2.7GHz,IPS Panel Full HD
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 8550U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,121700.0,1.8GHz,Quad HD+ / Touchscreen
Dell,Vostro 5468,Notebook,14.0,1920x1080,Intel Core i3 6006U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,63900.0,2GHz,Full HD
HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.34kg,99600.0,2.7GHz,IPS Panel Quad HD+
Acer,Aspire 7,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,69400.0,2.5GHz,Full HD
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E Series 7110,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2kg,30400.0,1.8GHz,
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i3 7100U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.1kg,61300.0,2.4GHz,Full HD
Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.87kg,68300.0,2.5GHz,Full HD
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,1920x1080,Intel Core i5 6200U,4GB,1TB HDD,Intel HD Graphics 520,No OS,2.15kg,40200.0,2.3GHz,Full HD
HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.86kg,34500.0,2GHz,Full HD
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.99kg,150400.0,2.7GHz,IPS Panel Full HD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.2kg,43400.0,2GHz,Full HD
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,97100.0,2.5GHz,Full HD
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,234800.0,2.8GHz,IPS Panel Full HD
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.65kg,47300.0,2GHz,
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63kg,111400.0,2.7GHz,Full HD
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,4GB,500GB HDD,Intel HD Graphics 500,Linux,2kg,19500.0,1.1GHz,
Mediacom,SmartBook 130,Notebook,13.3,1920x1080,Intel Atom x5 Z8350,4GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.35kg,22200.0,1.44GHz,IPS Panel Full HD
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U,6GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8kg,82600.0,2.7GHz,
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,1920x1080,AMD A10 Series A10 9620P,6GB,128GB SSD,AMD Radeon 530,Windows 10,1.91kg,49400.0,2.5GHz,IPS Panel Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18kg,53700.0,2GHz,
Acer,Spin SP111-31,2 in 1 Convertible,11.6,1920x1080,Intel Celeron Dual Core N3350,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.25kg,30400.0,2.0GHz,IPS Panel Full HD / Touchscreen
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i3 7130U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.05kg,54800.0,2.7GHz,Full HD
HP,EliteBook 1030,Ultrabook,13.3,3200x1800,Intel Core M 6Y75,16GB,512GB SSD,Intel HD Graphics 515,Windows 10,1.16kg,1701000.0,1.2GHz,IPS Panel Quad HD+ / Touchscreen
Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD,Nvidia Quadro M620M,Windows 10,3.4kg,260900.0,2.8GHz,IPS Panel Full HD
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7300HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,721000.0,2.5GHz,Full HD
Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i5 8250U,8GB,128GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,139100.0,1.6GHz,IPS Panel 4K Ultra HD / Touchscreen
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.93kg,83400.0,2.6GHz,
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.2kg,64300.0,2.5GHz,
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel Pentium Quad Core N4200,4GB,500GB HDD,Intel HD Graphics 505,Windows 10,2.2kg,29900.0,1.1GHz,Full HD
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.02kg,86100.0,2.5GHz,
HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ,8GB,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14kg,161800.0,2.8GHz,
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,1366x768,Intel Pentium Quad Core N3710,8GB,2TB HDD,Intel HD Graphics 405,Windows 10,1.94kg,33800.0,1.6GHz,
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,1920x1080,AMD A9 Series A9 9420,6GB,256GB SSD,AMD Radeon 530,Windows 10,1.95kg,56500.0,3GHz,IPS Panel Full HD
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg,72200.0,2.5GHz,Full HD
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 8250U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.05kg,59600.0,1.6GHz,Full HD
Mediacom,SmartBook 141,Notebook,14.0,1920x1080,Intel Atom x5 Z8350,4GB,32GB SSD,Intel HD Graphics,Windows 10,1.4kg,21700.0,1.44GHz,Full HD
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.24kg,162300.0,2.7GHz,Full HD / Touchscreen
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6820HK,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.6kg,231700.0,2.7GHz,IPS Panel Full HD
MSI,GT73VR Titan,Gaming,17.3,1920x1080,Intel Core i7 7820HK,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14kg,237400.0,2.9GHz,Full HD
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,AMD Radeon R5 M430,Linux,2.2kg,65200.0,2.7GHz,Full HD
Mediacom,SmartBook Edge,Notebook,14.0,1920x1080,Intel Celeron Quad Core N3450,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.45kg,33800.0,1.1GHz,IPS Panel Full HD
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg,87700.0,2.6GHz,
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i3 7100U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.49kg,62600.0,2.4GHz,Full HD
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7 7600U,16GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93kg,133700.0,2.8GHz,Full HD
Dell,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.26kg,25700.0,1.6GHz,
MSI,GT80S 6QE,Gaming,17.3,1920x1080,Intel Core i7 6820HK,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.5kg,204400.0,2.7GHz,Full HD
HP,Omen 17-AN010nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.78kg,130300.0,2.8GHz,IPS Panel Full HD
Lenovo,Thinkpad T460s,Ultrabook,14.0,1920x1080,Intel Core i7 6600U,12GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.4kg,145600.0,2.6GHz,IPS Panel Full HD
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1366x768,Intel Core i7 8550U,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.2kg,521000.0,1.8GHz,Touchscreen
Asus,ROG Strix,Gaming,17.3,1920x1080,Intel Core i5 7300HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,1531000.0,2.5GHz,IPS Panel Full HD
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,1366x768,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.2kg,64300.0,2.5GHz,Touchscreen
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12 Series 9720P,12GB,512GB SSD,AMD Radeon 530,Windows 10,2.2kg,82600.0,3.6GHz,Full HD
Dell,Inspiron 3179,2 in 1 Convertible,11.6,1366x768,Intel Core M 7Y30,4GB,128GB SSD,Intel HD Graphics 615,Windows 10,1.39kg,52500.0,1.0GHz,Touchscreen
Samsung,Notebook Odyssey,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,147800.0,2.8GHz,Full HD
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,1920x1080,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.8kg,46000.0,2GHz,Full HD
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.29kg,39900.0,2.3GHz,
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,176200.0,2.7GHz,IPS Panel Full HD / Touchscreen
Lenovo,Thinkpad T470p,Notebook,14.0,1920x1080,Intel Core i5 7300HQ,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,1.7kg,128200.0,2.5GHz,IPS Panel Full HD
